Country,injury_severity,aircraft_damage,aircraft_category,number_of_engines,engine_type,flight_purpose,weather_condition,fatal_injuries,serious_injuries,minor_injuries,uninjured,Year,make_model
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2019,ZENITH ZENITH 601XLB
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,12.0,2019,WINGTIP TO WINGTIP LLC PANZL S-330
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2019,"LLEWELLYN, WARWINC W Vans RV-4"
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Champion 8GCBC
United States,Non-Fatal,Unknown,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2019,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,1.0,0.0,0.0,2019,Piper PA-28R-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Taylorcraft BC12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,2.0,2019,Piper PA18
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,2.0,2019,SOCATA TBM700
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,1.0,2019,Beech 36
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Vans RV4
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,AEROPRO CZ A220
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Piper PA38
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2019,Luscombe 8
United States,Unknown,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,0.0,2019,Bombardier BD 700 1A10
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Ercoupe 415
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2019,Flight Design CTLS
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Aeronca 7AC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2019,Weatherly 620
United States,Non-Fatal,Substantial,Airplane,8.0,Electric,Flight Test,VMC,0.0,0.0,0.0,0.0,2019,Kitty Hawk Heaviside2
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,0.0,2019,Cessna 206
United States,Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,VMC,1.0,3.0,1.0,37.0,2019,Saab 2000
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Zenair ZENITH 801
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Titan TITAN TORNADO II
Bahamas,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,Unk,0.0,2.0,0.0,0.0,2019,Douglas DC3C S1C3G
United States,Non-Fatal,Destroyed,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2019,Ayres S2R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Beech N35
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Zenair CH 701
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Piper PA 24
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,IMC,0.0,0.0,0.0,2.0,2019,Piper PA28
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Piper PA32
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Kitfox S7
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Vans RV-8
Thailand,Unknown,Minor,Airplane,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,0.0,2019,BOEING 777
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Maule MX7
United States,Non-Fatal,Minor,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2019,Air Tractor AT 502
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,Unknown,0.0,0.0,0.0,1.0,2019,Czech Sport Aircraft Sportcruiser
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2019,Vans RV 6
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Cessna 120
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2019,COSTRUZIONI AERONAUTICHE TECNA P2004
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Mooney M20A
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2019,Piper PA 30
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Pereyra AVENTURA
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2019,HIGGINS JOHN H/WILLIAMS JOHN D QUESTAIR VENTURE
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,4.0,0.0,0.0,2019,Beech A36
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2019,Piper PA22
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2019,Piper PA28R
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Vans RV 4
United States,Fatal,Destroyed,Airplane,2.0,Reciprocating,Flight Test,VMC,2.0,0.0,0.0,0.0,2019,Beech 58
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Business,VMC,0.0,0.0,1.0,1.0,2019,Beech 200
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Cessna 150
United States,Non-Fatal,Minor,Airplane,1.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,3.0,2019,Cessna 208
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2019,Cessna T210
United States,Fatal,Destroyed,Airplane,2.0,Turbo Prop,Air Race show,VMC,1.0,0.0,0.0,0.0,2019,GRUMMAN OV-1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2019,ZENAIR CH701
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Cub Crafters CC11
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,ICON A5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,American Aviation AA 5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Pitts S1
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Beech 76
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,Unk,0.0,0.0,0.0,1.0,2019,Cessna 182
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Cirrus SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2019,New Glasair SPORTSMAN GS-2
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Business,VMC,0.0,0.0,0.0,1.0,2019,Piper PA60
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2019,Mooney M20J
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,1.0,2019,Cessna U206
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,41.0,2019,Embraer EMB145
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,2.0,2019,Piper PA32R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,SYMPHONY AIRCRAFT IND INC SA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,1.0,2019,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Fisher FP 202 KOALA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Rans RANS S7 COURIER
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,1.0,2019,Piper PA 18
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Observation,VMC,0.0,0.0,0.0,2.0,2019,North American SNJ-4
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Stinson SR9
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2019,Piper PA32
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Mooney M20M
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Business,IMC,1.0,0.0,0.0,0.0,2019,RAYTHEON A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,1.0,1.0,2019,Cirrus SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,1.0,2019,Piper PA28
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Beech 35
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,1.0,0.0,2019,Beech E35
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Czech Aircraft Works Spol Sro Sportscruiser
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Grumman AA5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Bellanca 1730
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,PIPER PA18
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2019,Bushby BUSHBY MUSTANG M II
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2019,Piper PA34
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Instructional,VMC,0.0,0.0,0.0,0.0,2019,General Atomics MQ-9
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Aeronca 11AC
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2019,CIRRUS SR-22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2019,ZENITH STOL CH701
United States,Fatal,Destroyed,Airplane,1.0,Turbo Prop,Personal,IMC,9.0,0.0,3.0,0.0,2019,Pilatus PC12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2019,Yakovlev YAK 52
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,SKYSTAR KITFOX
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Cirrus SR22
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,3.0,0.0,0.0,0.0,2019,Piper PA24
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,2.0,2019,Bae BAE 125 SERIES 800A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,JAVRON PA-18 Replica
Australia,Unknown,Minor,Airplane,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,0.0,2019,De Havilland DHC8
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2019,Luscombe 8A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,4.0,2019,Cessna 182
United States,Non-Fatal,Substantial,Airplane,1.0,Unknown,Personal,VMC,0.0,2.0,0.0,0.0,2019,Vans RV 6
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,5.0,2019,Beech 36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2019,Zenith ZODIAC CH-650
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,IMC,0.0,0.0,0.0,18.0,2019,De Havilland DHC8
United States,Fatal,Destroyed,Airplane,1.0,Turbo Prop,Unknown,VMC,1.0,0.0,0.0,0.0,2019,Cessna 208
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,1.0,2019,Cessna 207
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,Piper PA-34-200T
Australia,Fatal,Destroyed,Airplane,1.0,Reciprocating,Unknown,Unknown,2.0,0.0,0.0,0.0,2019,Angel Aircraft Corporation 44
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2019,Piper PA18
Japan,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2019,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2019,JOHN Sample BEARHAWK
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,0.0,2019,Cessna 140
Ireland,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,11.0,2019,Boeing 767
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,3.0,2019,Beech 350
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Executive/corporate,VMC,0.0,0.0,0.0,5.0,2019,CESSNA 525A
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,1.0,47.0,2019,Embraer ERJ190
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Pitts A
Venezuela,Fatal,Destroyed,Airplane,2.0,Unknown,Unknown,Unknown,9.0,0.0,0.0,0.0,2019,BEECH A100
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,3.0,0.0,0.0,2019,Piper PA32
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,0.0,2019,Flight Design CTSW
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2019,Cessna P210
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,Unknown,1.0,0.0,0.0,0.0,2019,Cessna 182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2019,Eipper QUICKSILVER
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2019,Cosmos Phase II
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2019,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2019,ZENITH CH 750
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,3.0,2019,Cessna 210
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2019,TEAM ROCKET F-1 F-1
United States,Fatal,Destroyed,Airplane,2.0,Turbo Prop,Executive/corporate,IMC,5.0,0.0,1.0,0.0,2019,Piper PA 31T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2019,Cessna 170
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2019,Mooney M20J
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,6.0,2019,Piper PA32RT
Argentina,Non-Fatal,Substantial,Airplane,1.0,Turbo Fan,Personal,Unknown,0.0,0.0,0.0,9.0,2019,CESSNA 560
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2019,American Aviation AA5
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,Unknown,0.0,0.0,0.0,4.0,2019,Mitsubishi MU2B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Vans RV 10
Colombia,Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,3.0,0.0,0.0,0.0,2019,PIPER PA-32-301T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2019,Piper PA28R
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2019,Mooney M20S
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2019,Cessna 175
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2020,Cessna T210
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Cessna 170
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Cirrus SR22
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,1.0,13.0,2020,Gulfstream G IV
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Executive/corporate,IMC,0.0,0.0,0.0,5.0,2020,BEECH HAWKER 900XP
New Caledonia,Fatal,Destroyed,Airplane,1.0,Reciprocating,Unknown,Unknown,4.0,0.0,0.0,0.0,2020,Mooney M20
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Executive/corporate,IMC,0.0,0.0,0.0,9.0,2020,Beech 200
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2020,Thunder Mustang TM-1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2020,Aero Commander 100
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2020,Cessna 150
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2020,Vans VANS RV-6
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,3.0,1.0,0.0,2020,American Aviation AA5
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2020,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2020,Glassair I
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2020,Cessna 172H
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2020,Cirrus SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,0.0,2020,Beech 23
India,Unknown,Unknown,Airplane,2.0,Geared Turbofan,Unknown,Unknown,0.0,0.0,0.0,0.0,2020,AIRBUS A320
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2020,Cessna 172
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,Unk,0.0,0.0,0.0,121.0,2020,Boeing 737
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2020,Piper PA 23
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unk,0.0,0.0,1.0,158.0,2020,Airbus A320
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Piper PA46
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,4.0,0.0,0.0,0.0,2020,Cessna TR182
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,8.0,2020,Piper PA31
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Piper PA28
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,AIRBORNE XT912
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2020,Michael A. Watson Velocity Elite RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,Pereyra AVENTURA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,Vans VANS RV 9
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2020,RANS S12
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2020,Beech 76
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2020,PIEL CP301
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2020,Cessna 185
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2020,Cessna 172Q
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,Denney KITFOX
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Aerial Observation,Unknown,1.0,0.0,0.0,0.0,2020,Cessna 150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2020,Grumman AA5
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,4.0,0.0,0.0,0.0,2020,Beech B36TC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,PIPER PA-18 REPLICA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,Stearman B75N1
Australia,Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,Unknown,2.0,0.0,0.0,0.0,2020,CESSNA 182
Panama,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,112.0,2020,Airbus A319
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,1.0,0.0,2020,Stinson V77
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2020,Vans VANS RV 8
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,2.0,0.0,2020,Piper PA28
Mexico,Unknown,Unknown,Airplane,1.0,Geared Turbofan,Unknown,Unknown,0.0,0.0,0.0,0.0,2020,Airbus A320
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2020,Piper PA32
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2020,MUSTANG II
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,MERWIN Kitfox
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Personal,IMC,0.0,0.0,0.0,2.0,2020,Gulfstream GULFSTREAM G150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2020,Cessna 150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,GLASAIR 1
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2020,AEROPRO CZ A220
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2020,Cessna 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,0.0,2.0,2020,Cirrus SR22
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,IMC,3.0,0.0,0.0,0.0,2020,Piper PA60
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2020,Beech 60
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,1.0,2020,Mitsubishi MU 2B-40
