Country,injury_severity,aircraft_damage,aircraft_category,number_of_engines,engine_type,flight_purpose,weather_condition,fatal_injuries,serious_injuries,minor_injuries,uninjured,Year,make_model
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,1.0,0.0,0.0,2001,Henry Pelican
France,Fatal(3),Destroyed,Airplane,1.0,Reciprocating,Unknown,Unknown,3.0,0.0,0.0,0.0,2001,Mooney M20E
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2001,Piper PA-28-181
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,1.0,0.0,0.0,2001,Moravan Zlin 526F
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,2.0,2.0,0.0,0.0,2002,Cessna A185F
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Skydiving,VMC,1.0,2.0,2.0,1.0,2003,Cessna 182H
United States,Fatal(1),Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,1.0,1.0,1.0,0.0,2003,Beech A36TC
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,1.0,0.0,0.0,2003,Piper PA-28-140
United States,Fatal(13),Destroyed,Airplane,2.0,Turbo Prop,Unknown,IMC,13.0,2.0,0.0,0.0,2004,British Aerospace Jetstream 32
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Skydiving,VMC,1.0,4.0,1.0,0.0,2004,Cessna P206
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,4.0,9.0,0.0,2005,Bombardier CL-600-1A11
United States,Incident,Unknown,Airplane,2.0,Turbo Fan,Unknown,IMC,0.0,0.0,0.0,80.0,2005,Boeing 717-200
United States,Non-Fatal,Substantial,Airplane,4.0,Turbo Fan,Unknown,VMC,0.0,0.0,2.0,338.0,2005,Boeing 747-200
United States,Incident,Minor,Airplane,2.0,Turbo Jet,Unknown,VMC,0.0,0.0,0.0,146.0,2005,Airbus Industrie A320
United States,Fatal(1),Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,1.0,1.0,0.0,0.0,2006,Ayres S2R
United States,Fatal(1),Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,1.0,1.0,0.0,0.0,2006,Grumman G-164A
United States,Fatal(6),Substantial,Airplane,2.0,Turbo Prop,Skydiving,VMC,6.0,2.0,0.0,0.0,2006,De Havilland DHC-6-100
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,3.0,0.0,0.0,2006,Cirrus SR22
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,2.0,2.0,0.0,0.0,2006,Cirrus Design Corp. SR22
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2006,Aircraft Mfg & Dev. Co. (amd) CH601XL SLSA
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2006,Mooney M20R
United States,Fatal(2),Substantial,Airplane,2.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2007,Partenavia P 68C
United States,Fatal(3),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2007,Piper PA-28-235
United States,Incident,Unknown,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2007,Cirrus Design Corp. SR20
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2007,Cessna U206G
United States,Fatal(3),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2007,Cessna 182Q
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,1.0,0.0,0.0,2007,Bird Seawind 3000
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Piper Aircraft PA-38-112
United States,Incident,Unknown,Airplane,3.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,306.0,2007,Mcdonnell Douglas DC-10-30
United States,Fatal(2),Destroyed,Airplane,2.0,Turbo Jet,Personal,VMC,2.0,0.0,0.0,0.0,2007,Cessna S550
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Jet,Unknown,VMC,0.0,0.0,0.0,99.0,2007,Douglas DC-9-31
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2007,Cessna 172E
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,2.0,2.0,0.0,2007,Raytheon Aircraft Company A36
United States,Non-Fatal,Substantial,Airplane,3.0,Turbo Fan,Executive/corporate,VMC,0.0,0.0,0.0,15.0,2007,Dassault-breguet Mystere Falcon 900
United States,Incident,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,53.0,2007,"Bombardier, Inc. CL-600-2B19"
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,2.0,0.0,0.0,2007,Mooney M20F
United States,Fatal(5),Destroyed,Airplane,2.0,Reciprocating,Executive/corporate,VMC,5.0,4.0,0.0,0.0,2007,Cessna 310R
United States,Incident,Minor,Airplane,2.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2007,Piper PA-31-350
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2007,Piper PA-28-140
United States,Incident,Unknown,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2007,Cirrus Design Corp. SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2007,Stout Gordon Glasair III
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2007,Falcon Safety Craft Inc Falcon XP
United States,Incident,Minor,Airplane,1.0,Reciprocating,Business,VMC,0.0,0.0,0.0,1.0,2007,Piper PA-32R-301T
United States,Fatal(5),Destroyed,Airplane,1.0,Reciprocating,Unknown,VMC,5.0,4.0,0.0,0.0,2007,De Havilland DHC-2
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Niva Thorp T-18
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,2.0,0.0,2007,Beech C24R
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Socata TB-20 Trinidad
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2007,Piper PA-32-260
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Cessna P206
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2007,Piper PA-28-181
United States,Fatal(5),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,5.0,0.0,0.0,0.0,2007,Beech A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2007,Piper PA-28-181
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Cessna 150J
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Yakovlev Yak 52
United States,Fatal(3),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2007,Piper PA-28-140
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Grumman American AA-5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2007,Skykits Savannah ADV
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2007,Root Sherpa
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Temco GC-1B
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2007,North American Navion
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Grumman AA-5A
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,1.0,0.0,0.0,2007,Cessna 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2007,Beech F33A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2007,Indus T211 Thorpedo
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Bellanca 7GCBC
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2007,Piper PA-28-140
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Glider Tow,VMC,1.0,0.0,0.0,0.0,2007,Bellanca 7GCAA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2007,Cessna 170A
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Cessna 150L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2007,Ryan ST-3KR
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2007,Taylorcraft DCO-65
United States,Fatal(2),Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2007,Piper PA-44-180
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Business,VMC,2.0,0.0,0.0,0.0,2007,Piper PA-28R-200
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,1.0,0.0,0.0,2007,Piper PA-28-181
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Grumman American AA-5A
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Flight Test,VMC,1.0,0.0,0.0,0.0,2007,"Wrb Associates, Llc. Zodiac 601 XL"
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,1.0,0.0,0.0,0.0,2007,Kelly F1D
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Cessna 172I
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Blondin 601HDS
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2007,Vans Aircraft RV-7A
United States,Fatal(3),Destroyed,Airplane,2.0,Reciprocating,Business,IMC,3.0,0.0,0.0,0.0,2007,Cessna 340
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2007,Beech A36
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Cessna T182T
United States,Fatal(3),Destroyed,Airplane,2.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2007,Piper PA-60-602P
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Business,VMC,0.0,0.0,0.0,8.0,2007,Gulfstream Aerospace G-IV
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2007,Piper PA-31-350
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,2.0,0.0,0.0,2007,Cirrus Design Corp SR20
United States,Fatal(1),Substantial,Airplane,2.0,Reciprocating,Positioning,IMC,1.0,0.0,0.0,0.0,2007,Cessna 310R
United States,Fatal(2),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,1.0,0.0,0.0,2007,Cessna T210M
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2007,Cessna 172N
United States,Fatal(1),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,Swearingen T R/masters W Rand KR 2
United States,Fatal(2),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2007,Cessna T210N
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2007,Beech H35
United States,Fatal(3),Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2007,Beech A36TC
United States,Fatal(1),Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2007,"Wootton, John Aero Canard"
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2007,Piper PA32-260
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,1.0,0.0,263.0,2007,Boeing 777-222
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2007,Mooney M20C
United States,Fatal(2),Destroyed,Airplane,2.0,Reciprocating,Personal,Unknown,2.0,0.0,0.0,0.0,2007,Cessna 310
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,1.0,3.0,291.0,2007,Airbus Industrie A330-323
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,2.0,0.0,112.0,2007,Mcdonnell Douglas DC-9-83
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2007,Cessna 182R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2007,Mooney M20E
United States,Incident,Minor,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2007,Piper PA-46-310P
United States,Fatal(1),Destroyed,Airplane,2.0,Reciprocating,Personal,IMC,1.0,1.0,0.0,0.0,2007,Cessna 310R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2007,Hein Sonex
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Barnard/Stancil Glastar
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Micco Aircraft Company MAC-145B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 152
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,0.0,0.0,3.0,2008,Beech A36
United States,Fatal,Unknown,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,8.0,2008,Pilatus PC-12/45
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Costruzioni Aeronautiche P2002 Sierra
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,American Champion (ACAC) 7AC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Cessna R172K
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,6.0,1.0,3.0,0.0,2008,PIPER PA-31-350
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,DEAN PATRICK G GENESIS
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-32R-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-28-161
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 170A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Bellanca 7GCBC
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,38.0,2008,Boeing 737-2H4
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,73.0,2008,Airbus Industrie A319-114
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Corsario MK-5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 150G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna C-152
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 172M
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,4.0,0.0,0.0,0.0,2008,Cessna 340
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Ziermann RV8
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2008,CESSNA 172L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-24-250
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-32-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2008,Piper PA-12
Spain,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Skydiving,Unknown,0.0,0.0,2.0,4.0,2008,Cessna TU206G
United States,Fatal,Destroyed,Airplane,2.0,Turbo Prop,Unknown,VMC,1.0,0.0,0.0,0.0,2008,Hawker Beechcraft Corporation 1900C
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,61.0,2008,"Bombardier, Inc. CL-600-2C10"
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,DeSousa Jabiru J400
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-32-260
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Unknown,VMC,0.0,1.0,0.0,4.0,2008,Cessna 208B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,IMC,0.0,0.0,1.0,0.0,2008,Cessna 207
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Business,VMC,0.0,0.0,0.0,2.0,2008,Beech 58P
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Positioning,VMC,1.0,0.0,0.0,0.0,2008,Hawker Beechcraft Corp. 58
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Grumman American AA-5B
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,IMC,1.0,0.0,0.0,0.0,2008,AERO COMMANDER 500B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2008,Piper PA-32-301XTC
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Beechcraft V35B
United States,Fatal,Destroyed,Airplane,1.0,Turbo Prop,Personal,IMC,1.0,0.0,0.0,0.0,2008,PIPER PA46-500TP
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,2.0,2008,Fairchild SA227-AC
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2008,Air Creation Clipper
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2008,Waltermire Glastar
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Quicksilver Sport 2S
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,4.0,0.0,0.0,0.0,2008,CESSNA 172N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Cessna U206F
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Luscombe 8E
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172N
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2008,Beech 58
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,MacAdams Titan Tornado 912
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2008,PIPER PA-28-R200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,2.0,2008,Cessna 172N
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,107.0,2008,Airbus A320
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Phillips Flite Bike
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172S
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Unknown Free Bird Sportlite
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Avid Aircraft MK-IV
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Other Work Use,VMC,0.0,0.0,1.0,0.0,2008,Piper PA-18-150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,PIPER PA32-301FT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 150J
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 177
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2008,GRUMMAN G-21A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,2.0,0.0,0.0,2008,Piper J3-C65
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,2.0,2008,"Bombardier, Inc. 35A"
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Airborne Redback
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Cessna 210G
United States,Non-Fatal,Minor,Airplane,1.0,Turbo Fan,Unknown,VMC,0.0,6.0,0.0,140.0,2008,Boeing B757-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,AirIndus Thorpedo T211
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,IMC,0.0,0.0,0.0,4.0,2008,Beech C90-1
United States,Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,IMC,6.0,0.0,0.0,0.0,2008,RAYTHEON AIRCRAFT COMPANY C90A
United States,Fatal,Destroyed,Airplane,2.0,Turbo Fan,Personal,IMC,2.0,0.0,0.0,0.0,2008,CESSNA 525
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Smith Zodiac 601XL
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2008,CESSNA 152
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Ferry,VMC,0.0,0.0,0.0,2.0,2008,North American Rockwell Corp. NA-265-80
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2008,CIRRUS DESIGN CORP SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Bellanca 17-30A
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,KIDD CHRIS HARMON ROC
United States,Fatal,Destroyed,Airplane,2.0,Reciprocating,Personal,IMC,4.0,0.0,0.0,0.0,2008,CESSNA 340A
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,KAYLOR J E/STRAHLMANN R L RV-4
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,1.0,1.0,20.0,2008,de Havilland DHC-8-202
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172S
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Kral Series 5 Kitfox
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Squier Pauper II
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-32R-301T
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2008,Cessna 210
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,IMC,0.0,0.0,0.0,1.0,2008,Swearingen SA-226AT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2008,de Havilland DHC-2
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172S
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,American Aviation AA-1A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Cessna C-172RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2008,Cessna 207
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2008,Wooters Lancair ES
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Cessna TR182
